book	book_id	chapter	verse	text
2 Korintô	47	3	6	nyen a bi ti toi bés ngap i ba bagwelnson ba malômbla ma yondo i nya i kôli, ha bagwelnson ba mbén bé, ndi ba mbuu mpubi; inyule mbén i mpémés mbagi nyemb, ndi mbuu u Nyambe u nti niñ.
2 Korintô	47	3	7	Jam lipe ki, mbén i i nsal nson u nkena nyemb, bibañga gwé bi bak nkedlak i ngii ngok, ibale i bi nene ni ngandak lipém kayéle bon ba Israel ba bi la bé bok Môsi mis inyu lipém li su wé, lipém li li bé lama mal,
2 Korintô	47	3	8	baa nson u mbuu mpubi u nlama bé bana lipém li nloo li?
2 Korintô	47	3	9	Inyule ibale mbén i i mpémés mbagi nôgôs i bééna lipém, bôô ni ngélé yañen ni nson u u nkena i telepsép? Ngo w’a bana lipém li nloo li!
2 Korintô	47	3	10	Ni maliga, Yak i jam li bi bôk kôhna lipém li bi nimis lipém jé i bisu bi lipém li mbuma ñañ.
2 Korintô	47	3	11	Inyule ibale jam li bé lama mal li bi lo ni lipém, bôô ni ngélé yañen ni jam li nlama yégle? Ngo l’a bana lipém likeñi!
2 Korintô	47	3	12	Kiki di gwé i nya botñem ini, di mpot ni ngandak makénd,
2 Korintô	47	3	13	ndi di mboñ bé kiki Môsi a bi boñ ngéda a bi hô su wé ni libadô inyu boñ le bon ba Israel ba bok bañ mis inyu tehe lisuk li jam li bé lama mal.
2 Korintô	47	3	14	Ndi ba bi la bé nok. Inyule letee ni len, nlélém libadô won u ngi hôk miñem nwap ngéda ba ñañ malômbla ma kwañ, inyule ni njel Kristô ndik nyen libadô li nla nyodi.
2 Korintô	47	3	15	Ni maliga, letee ni len ini, hiki ngéda ba ñañ bitilna bi Môsi, libadô li nhô miñem nwap.
2 Korintô	47	3	16	Ndi ngéda mut a nhielba inyu bégés Yéhôva, libadô li nyodi.
2 Korintô	47	3	17	Ndi Yéhôva a yé Mbuu; i homa mbuu u Yéhôva u yéne, ha ki nyen kunde i yé.
2 Korintô	47	3	18	Jon bésbobasôna, hala kiki di nhéya libadô li bak li nhô masu més, wee di bayak kiki biléman bi bi ñunda lipém li Yéhôva, di heñla le di ba i pôna i Nyambe, ibôdôl i likala li lipém jada ikepam i likala li lipém lipe, ndik kiki Yéhôva nu a yé Mbuu a mboñ.
book	book_id	chapter	verse	text
2 Korintô	47	4	1	Inyu hala nyen, kiki di gwé nson unu ni njel konangoo i ba bi unda bés, di nsomol bé.
2 Korintô	47	4	2	Ndi di bi tjôô mam ma wonyuu ni mam ma sôli, jon di nke ha bé ni mandon, di ñôbôs bé to bañga i Nyambe; ndi di mboñ le maliga ma yiba, di yé ki ndémbél ilam inyu kiññem i hiki mut binam i bisu bi Nyambe.
2 Korintô	47	4	3	Ni maliga, ibale ñañ nlam di ñañal u sôli, u sôlne ndigi bôt ba yé i ke i tjiba,
2 Korintô	47	4	4	i boni nyen nyambe nu nkoñ ’isi unu a bi kwés mahoñol ma bangitophémle ndim, i tiga le mapubi ma ñañ nlam u lipém inyu Kristô, nu a yé pôna i Nyambe, ma béyéi bo.
2 Korintô	47	4	5	Inyule di ntéé bé likalô inyu bésbomede, ndi inyu libak le Yésu Kristô a yé Nwet, bésbomede di bak minkol minan inyu Yésu.
2 Korintô	47	4	6	Inyule Nyambe nyen a bi kal le: “Mapubi ma pémél i jiibe, ma bai,” nyen a bi boñ le mapubi ma bai ikété miñem nwés lôñni yi i lipém i Nyambe ni njel su u Kristô.
2 Korintô	47	4	7	Ndi di gwééne lisôô li nkus lini ikété biébél bi biték inyu boñ le lipémba li li nloo li mut binam li ba li Nyambe, ndi li lôl bañ ni bés.
2 Korintô	47	4	8	Mandutu ma nkéña bés bipes gwobisôna, ndi ma nhige bé bés le di nla bé nyiñgha; di yé nhelek, ndi di ta bé wengoñle di gwé yaga bé njel i pamba;
2 Korintô	47	4	9	di nkôhna ndééñga, ndi Nyambe a ntjôô bé bés; ba nkwés bés ’isi, ndi ba ntjé bé bés.
2 Korintô	47	4	10	Ngéda yosôna, di nhônba munu nyuu yés ndééñga i nyemb Yésu a bi kôhna, kayéle ntén niñ Yésu a bééna u nene yak munu nyuu yés.
2 Korintô	47	4	11	Inyule bés ba di niñ, di mboma nyemb ngéda yosôna inyu boñ le niñ i Yésu i nene ki munu minsôn nwés mi mi nwo.
2 Korintô	47	4	12	Jon nyemb i yé i sal ikété yés, ndi niñ yo i salak ikété nan.
2 Korintô	47	4	13	Ndi kiki di gwé nlélém hémle; inyu hémle i nyen i yé ntilga le: “Me bi unda le me gwé hémle, jon me bi pot”; wee yak bés di ñunda le di gwé hémle, jon di mpot,
2 Korintô	47	4	14	di yik le Nu a bi tugul Yésu, a’ tugul yak bés lôñni Yésu, a téé ki bés lôñ yada ni bé i bisu bi Yésu.
2 Korintô	47	4	15	Inyule i mam mana momasôna ma yé inyu nan, inyu boñ le mahol ma konangoo i mbuma ñañ ma kônde bôl, inyule ngandak bôt i yé yaga i ti mayéga le ndi Nyambe a kôhna lipém.
2 Korintô	47	4	16	Jon di nsomol bé, ndi to ibale i mut di yé i mbégdé a yé i ôbi, ibabé pééna, i mut di yé ikété a yé i yila yondo hi kel ni kel.
2 Korintô	47	4	17	Inyule to hala kiki njiiha i nom ndik ndék ngéda, i hoyok ki, i nlona bés lipém li li nkônde keñep, keñep ni keñep, li nomok ki i boga ni boga;
2 Korintô	47	4	18	ndi bés di mbéñge bé i mam ma nene i mis, ndik i mam ma nene bé i mis. Inyule i mam ma nene i mis ma nom ndik ndék ngéda, ndi i mam ma nene bé i mis ma nom i boga ni boga.
book	book_id	chapter	verse	text
2 Korintô	47	5	1	Inyule di nyi le ibale ndap yés hana ’isi, i lap ini, i nlama tjiba, wee di ga bana ndap i nlôl yak Nyambe, i i ñôña bé ni moo, yon i nom i boga ni boga.
2 Korintô	47	5	2	Inyule munu ndap ini, di ntjelel ni ndutu ñem, di ban-ga ngôñ i haba ndap yés i i nlôl i ngii,
2 Korintô	47	5	3	kayéle ngéda d’a haba toi yo, di ga ba bé nso.
2 Korintô	47	5	4	Ni maliga, bés ba di yé munu lap ini, di ntjelel ni ndutu ñem, di ban-ga ngandak nduña, inyule di ngwés bé héya ini, ndi di ngwés haba ii ipe, kayéle niñ boga i mil nyuu i i nwo.
2 Korintô	47	5	5	Ndi nu a bi kôôba bés inyu jam lini a yé Nyambe, nyen a bi ti bés mbuu mpubi kiki bibep inyu mam ma nlama lo.
2 Korintô	47	5	6	Jon di yé nyonok ni makénd ngéda yosôna, di yik le ntel wonsôna di gwé liyééne jés munu nyuu, di yé haa ni Nwet,
2 Korintô	47	5	7	inyule di niñ inoñnaga ni hémle, ha inoñnaga ni mam di ntehe ni mis bé.
2 Korintô	47	5	8	Ndi di yé nyonok ni makénd, di tehge ki nseñ i ba haa ni nyuu le di bana liyééne jada lôñni Nwet.
2 Korintô	47	5	9	Jon to di gwé liyééne jada lôñni nye, to di yé haa ni nye, di mboñ biliya i lémél nye.
2 Korintô	47	5	10	Inyule bésbobasôna di nlama telep i bisu bi yééne mbagi i Kristô, kayéle hiki wada a kôhna nsaa inoñnaga ni mam a bé béna boñ ngéda a bé a ngi yii ikété nyuu, too mam malam, too mam mabe.
2 Korintô	47	5	11	Jon kiki di nyi kon Nwet woñi, di ke ni bisu i niiga bôt inyu kwés bo nkaa, ndi Nyambe a nyi yaga bés loñge. Ndi me gwé botñem le yak kiññem nan i nyi yaga bés loñge.
2 Korintô	47	5	12	Di ta bé i kônde kadba i bisu binan, ndi di yé i ti bé makénd le ni kadba inyu yés, kayéle ni pam i timbhe i bôt ba nkadba inyu mam ma nene i mis, ndi ha inyu mam ma yé ikété ñem bé.
2 Korintô	47	5	13	Inyule ibale di bi kônd njék, hala a bé inyu Nyambe; ndi ibale boña wés a téé, hala a yé inyu nan.
2 Korintô	47	5	14	Inyule gwéha Kristô a gwé i nyégsa bés, inyule i jam lini jon di bi sôk nok: Le mut wada a bi wo inyu bôt bobasôna; hala wee bobasôna ba bi wo.
2 Korintô	47	5	15	A bi wo inyu bôt bobasôna inyu boñ le ba niñ ha bañ inyu yap bomede, ndi inyu nu a bi wo inyu yap, a tuge ki.
2 Korintô	47	5	16	Jon ibôdôl hanano, di mbéñge ha bé mut to wada ni litehge li minsôn. To ibale di bé yi Kristô inoñnaga ni minsôn, hala bé ki nyen di nyi nye nano.
2 Korintô	47	5	17	Jon ibale mut a yé ikété adna ni Kristô, a yé hégél yondo; minlômbi mi mam mi mal tagbe; nuna-ki, mam ma mondo mon ma nlo i niñ!
2 Korintô	47	5	18	Ndi mam momasôna ma nlôl yak Nyambe, nu a bi sañgal bés lôñni nyemede ni njel Kristô, a ti ki bés nson i hôla bape i sañgla lôñni nye,
2 Korintô	47	5	19	hala wee, Nyambe nyemede a bi sañgla lôñni nkoñ ’isi ni njel Kristô, a ñéñél ha bé bo bibéba gwap, a bi ti ki bés nwin u nsañ.
2 Korintô	47	5	20	Jon di yé bakenwin ba ba ngwel nson inyu Kristô, wengoñle Nyambe a nyemhe bôt ni njel yés. Kiki di ngwel nson inyu Kristô, di nsoohe bé: “Sañglana ni Nyambe.”
2 Korintô	47	5	21	Nu a bé yi bé béba, Nyambe a bi yilha nye sesema inyu bibéba gwés; kayéle ni njel yé, di pam i yila bôt ba téé sép i bisu bi Nyambe.
book	book_id	chapter	verse	text
2 Korintô	47	6	1	Kiki di ngwel nson lôñ yada ni Nyambe, di nsoohe bé le ni neebe bañ konangoo i mbuma ñañ i Nyambe ndi ni les njômbi yé.
2 Korintô	47	6	2	Inyule a nkal le: “I ngéda me bé lama unda we loñgeñem, me bi nok we; i kel tohi, me bi hôla we.” Nuna-ki, nano nyen a yé toi ngéda i nlémél Nyambe i unda loñgeñem. Nuna-ki, nano nyen a yé kel tohi.
2 Korintô	47	6	3	Di mboñ bé jam jo ki jo li li nla yilna mut ngok baagene, le ndi nsohi wo ki wo u lébna bañ mu nson wés;
2 Korintô	47	6	4	ndi ikété manjel momasôna, bésbomede di ñunda le di yé bagwelnson ba Nyambe, ni njel ngandak hônba, ni njel njiiha, ni njel mangéda ma liyep, ni njel mandutu,
2 Korintô	47	6	5	ni njel ndôm, ni njel mamok, ni njel mangéda ma yubda, ni njel ndumbba nson, ni njel i lal péé, ni njel mangéda ma njal;
2 Korintô	47	6	6	ni njel libak lipubi, ni njel yi, ni njel wongut, ni njel loñgeñem, ni njel mbuu mpubi, ni njel gwéha i i gwé bé bihéñba,
2 Korintô	47	6	7	ni njel bipôdôl bi maliga, ni njel lipémba li Nyambe, ni njel bijôl bi gwét bi telepsép i woo walôm ni i woo waé,
2 Korintô	47	6	8	ni njel lipém ni wonyuu, ni njel jôl lilam ni jôl libe. Di nene wengoñle bôt ba malôga, ndi ki le di yé bôt ba maliga;
2 Korintô	47	6	9	wengoñle di nyiba bé, ndi ki le di nyiba yaga loñge; wengoñle di yé i wo, ndi nuna-ki, di yé i niñ; wengoñle di nkôhna kogse, ndi ki le di nkôhna bé mbagi nyemb,
2 Korintô	47	6	10	wengoñle di nkônha ngoo, ndi di konok maséé hiki ngéda; wengoñle di yé liyep, ndi di boñok le bôt ba kwo ngwañ; wengoñle di gwé bé to yom, ndi ki le di gwé gwom gwobisôna.
2 Korintô	47	6	11	Di bi yibil nyo wés inyu pôdôs bé, a bôt ba Korintô, di yibil ki ñem wés wonsôna.
2 Korintô	47	6	12	Di nhubus bé gwéha yés inyu nan, ndi bé bon ni nhubus gwéha nan inyu yés.
2 Korintô	47	6	13	Me mpôdôs bé kiki bon bem, yak bé boña nlélém jam inyu yés, yiblana yaga miñem minan.
2 Korintô	47	6	14	Ni adba bañ ni bangitophémle. Inyule mambe maada ma yé ipôla telepsép ni liyanmbén? Tole imbe ngaba mapubi ma gwé lôñni jiibe?
2 Korintô	47	6	15	Jam lipe ki, mambe manôgla ma yé ipôla Kristô ni Bélial? Tole limbe jam mut hémle ni mut a ntjél hémle ba gwé lôñ?
2 Korintô	47	6	16	Mambe malômbla témpel Nyambe i gwé lôñni bisat? Inyule di yé témpel Nyambe nu a niñ; kiki Nyambe a bi kal le: “M’a yén ipôla yap, me hiôm ki ipôla yap, m’a ba yak Nyambe wap, bo ki b’a ba litén jem.”
2 Korintô	47	6	17	“Yéhôva a nkal le: ‘Jon pama mu ipôla yap, ni bagla ki ni bo, ni waa yak tihba yom nyega’; ‘ha nyen m’a leege bé.’”
2 Korintô	47	6	18	“Nu ngui yosôna le Yéhôva a nkal le: ‘M’a yila isoñ nan, bé ki n’a yila me bon bôlôm ni bon bôda.’”
book	book_id	chapter	verse	text
2 Korintô	47	7	1	Jon, a bagwéha, hala kiki di gwé mimbônga mini, wee di pubus bésbomede ni mam momasôna ma nhindis minsôn ni mbuu, di kôndge yila bapubhaga ikété woñi u Nyambe.
2 Korintô	47	7	2	Ni yible bés miñem minan. Di bi boñ bé mut nye ki nye béba, di bi ôbôs bé bilem bilam bi mut nye ki nye, di bi je bé to mut nye ki nye nseñ.
2 Korintô	47	7	3	Me mpot bé hala inyu ôm bé nsohi. Inyule me bi bôk me kal le ni yé ikété miñem nwés, to di niñ, to di nwo.
2 Korintô	47	7	4	Me gwé makénd ngandak i pot i bisu binan. Me nkadba ngandak inyu nan. Me yé nyonok ni hogbe; me yé maséé iloo hihéga ikété njiiha yés yosôna.
2 Korintô	47	7	5	Ni maliga, ngéda di bi pam i Makédônia, manyuu més ma bi kôhna bé hogbe, ndi di bi ke ni bisu i nok ndutu inyule bisañ bi bé i mbégdé, woñi u bak ikété.
2 Korintô	47	7	6	Ndi Nyambe nu a nti bôt ba nimis makénd map hogbe, a bi ti bés hogbe ni njel mayuuga ma Titô;
2 Korintô	47	7	7	ni njel mayuuga mé ndik bé, ndi yak ni njel hogbe ni bi ti nye, kiki a bi kal bés i ngôñ ni gwé i tehe me, ni lelaa ñem nan u nsiida, ni nduña keñi ni gwé inyu yem; jon me bi kônde kon maséé.
2 Korintô	47	7	8	Inyule to ibale kaat yem i bi nôgha bé ndutu ñem, me ntam bé, to ibale me bi bôk me tam (hala a bé inyu ndék ngéda ndigi, kiki me bi tehe le kaat i nôgha bé ndutu),
2 Korintô	47	7	9	nano me yé maséé, ha inyu bé le ni bi nok ndutu, ndi inyule ndutu nan i bi tinde bé i hiel miñem. Ni bi nok ndutu i nya i nlémél Nyambe, kayéle bés bé bon di bi nôgha bé ndutu.
2 Korintô	47	7	10	Inyule ndutu ñem i nya i nlémél Nyambe i ntinde mut i hiel ñem le ndi a kôhna tohi, ibabé i tam; ndi ndutu ñem inoñnaga ni nkoñ ’isi i nlona nyemb.
2 Korintô	47	7	11	Inyule nuna-ki, ndutu ni bi nok i nya i nlémél Nyambe i bi ti bé ngandak makénd. Ñ, i bi tinde bé i pubus jôl linan; ñ, i oo béba; ñ, i kon woñi; ñ, i boñ biliya bi ngui; ñ, i bana makénd; ñ, i kodol béba! Ikété manjel momasôna, ni bi unda le ni yé ngi nsohi munu jam lini.
2 Korintô	47	7	12	To hala kiki me bi tilna bé, me bi boñ bé hala inyu mut a bi boñ béba, to inyu mut ba bi boñ béba, ndi inyu boñ le makénd manan inyu yés ma nene i bééni ni i bisu bi Nyambe.
2 Korintô	47	7	13	Inyu hala nyen di bi kôhna hogbe. Ndi handugi hogbe ni bi ti bés, maséé ma Titô ma bi kônde kônha bés maséé, inyule bébobasôna ni bi ti nye makénd.
2 Korintô	47	7	14	Inyule ibale me bi kadba inyu nan i bisu gwé, me bi bana bé wonyuu; ndi kiki i mam momasôna di bi kal bé ma bé maliga, hala nyen yak kadba yés inyu Titô i bi ba maliga.
2 Korintô	47	7	15	Yak gwéha keñi a gwé inyu nan i bi kônde keñep hala kiki a nhoñol manôgla manan bébobasôna, ni lelaa ni bi leege nye, ni diihege nye, ni tinak nye njôôñ lipém.
2 Korintô	47	7	16	Me nkon maséé le me nla bôdôl bé ñem ikété manjel momasôna.
book	book_id	chapter	verse	text
2 Korintô	47	8	1	Ndi, a lôk kéé, di nsômbôl yis bé jam inyu konangoo i mbuma ñañ i Nyambe makoda ma Makédonia ma bi kôhna.
2 Korintô	47	8	2	I ngéda ba bi bana manoodana makeñi ikété njôghe, ngandak yap maséé lôñni liyep jap likeñi bi bi boñ le ligwañ li likap jap li bôl.
2 Korintô	47	8	3	Inyule me mbok mbôgi le ba bi ti inoñnaga ni bigwel moo gwap, ñ, ba bi ti yaga iloo bigwel moo gwap,
2 Korintô	47	8	4	hala kiki ñem wap womede won u bi tinde bo i yemhe bés ibabé waa inyu bana bisai i ti likébla ni loñgeñem, ni i yoñ ngaba i nson mahôla inyu bapubhaga.
2 Korintô	47	8	5	Ba bi boñ Yak iloo kiki di bé hoñol, inyule ni njel sômbôl i Nyambe, ba bi bôk ba ti bomede ni ñem wap wonsôna i gwel nson Nwet, ba hôla ki bés.
2 Korintô	47	8	6	Jon di bi ti Titô makénd le, kiki nyen a bi bôdôl unu nson i kot makébla ni bi ti ni loñgeñem nyoo i bééni, wee a mélhak wo.
2 Korintô	47	8	7	Ndi kiki ni yé mingwañ ikété mam momasôna, ikété hémle, ni ngap i pot, ni yi, ikété makénd momasôna, ni ikété gwéha yés inyu nan, wee ni ba ki mingwañ ikété lem i kap ni loñgeñem.
2 Korintô	47	8	8	Me mpot bé hala inyu ti bé oda, ndi inyu yis bé ngandak makénd bôt bape ba gwé, ni inyu wan too gwéha nan i yé bañga.
2 Korintô	47	8	9	Inyule ni nyi konangoo i mbuma ñañ i Nwet wés Yésu Kristô, le to hala kiki a bé ngwañ, a bi yila liyep inyu nan, le ni yila mingwañ ni njel liyep jé.
2 Korintô	47	8	10	Me nti mahoñol mem munu jam lini: Li yé inyu loñge nan, hala kiki bé bon ni bi bôdôl nson unu hala a yé ngim nwii len. Ni bi bôdôl ndik bé wo, ndi ni bi unda ki le ni gwé ngôñ i boñ wo.
2 Korintô	47	8	11	Jon nano, mélhana i jam ni bi bôdôl, le ngôñ nan i boñ i yon inoñnaga ni bigwel moo ni gwé.
2 Korintô	47	8	12	Inyule ibale mut a gwé yaga ngôñ i ti, wee ngôñ yé y’a lémél toi Nyambe inoñnaga ni mam a gwé, handugi ma a gwé bé.
2 Korintô	47	8	13	Inyule me gwé bé ngôñ i tômbôs mam inyu bôt bape, ndi me lédés mo inyu nan;
2 Korintô	47	8	14	ndi le mam ma kolna, i ngandak gwom ni gwé nano i la hô i ndék ba gwé, kayéle yak ngandak yap i la hô i ndék ni nla bana, inyu boñ le mam ma kolna.
2 Korintô	47	8	15	Ndik kiki i yé ntilga le: “I mut a bééna ngandak a bi bana bé ngandak iloo hihéga, Yak i mut a bééna ndék a bi bana bé ndék iloo hihéga.”
2 Korintô	47	8	16	Ndi Nyambe a kôhna mayéga hala kiki a bi ha nlélém nduña keñi inyu nan ikété ñem u Titô,
2 Korintô	47	8	17	inyule a bi nôgôl yaga bés ngéda di bi lédés nye ñem, ndi kiki ñem u mpabla nye i lo i bééni, nyemede a nyoñ makidik i lo nyoo.
2 Korintô	47	8	18	Ndi di yé i ep nye ni mankéé nu a bi kôhna lipém ikété makoda momasôna inyu nson a mboñ inyu ñañ nlam.
