book	book_id	chapter	verse	text
1 Yôhanes	62	2	17	Handugi hala, nkoñ ’isi u yé i tagbe, yak minheña nwé, ndi i mut a mboñ sômbôl i Nyambe a nom i boga ni boga.
1 Yôhanes	62	2	18	A boñge ba wanda, ngeñ i nsôk ini, ndik kiki ni bi nok le nkolba-Kristô a yé i lo, hala nyen to nano yaga ngandak bakolba-Kristô i nene, i jam lini jon li nyis bés le ngeñ i nsôk ini.
1 Yôhanes	62	2	19	Ba bi pémél i béhni, ndi ba bé bé kiki bés; inyule ibale ba ba kiki bés, ki ba bi yégle lôñni bés. Ndi ba bi ke inyu boñ le i yiba le bôt bobasôna bé bon ba yé kiki bés.
1 Yôhanes	62	2	20	Libak linan li minhook li nlôl yak Numpubi, bébobasôna ni gwé ki yi.
1 Yôhanes	62	2	21	Me ntilna bé, ha inyu bé le ni nyi bé maliga, ndi inyule ni nyi mo, ni inyule tembee yo ki yo i nlôl bé i maliga.
1 Yôhanes	62	2	22	Njee a yé mut bitembee, handugi nu a ntañ le Yésu a yé Kristô? Nyen a yé nkolba-Kristô, nyen a ntañba Tata ni Man.
1 Yôhanes	62	2	23	I mut a ntañba Man, wee to Tata a gwé bé. Ndi nu ni nu a neebe Man a gwé yak Tata.
1 Yôhanes	62	2	24	Ndi i mam bé ni bi nok ibôdôl i bibôdle ma nlama yén ikété nan. Ibale mam ni bi nok ibôdôl i bibôdle ma nyén ikété nan, wee yak bé n’a yén ikété adna lôñni Man ni ikété adna lôñni Isañ.
1 Yôhanes	62	2	25	Handugi hala, i jam lini jon nyemede a bi bôn bés: Niñ boga.
1 Yôhanes	62	2	26	Me ntilna bé i mam mana inyu bôt ba noode yumus bé.
1 Yôhanes	62	2	27	Ndi bé, libak le a bi hoo bé li yii ikété nan, ni gwé bé to le mut a niiga bé; ndi libak le a bi hoo bé li yé i niiga bé mam momasôna, li yé maliga, li ta bé bitembee. Kiki li bi niiga bé, yéna ikété adna lôñni nye.
1 Yôhanes	62	2	28	Jon nano, a boñge batitigi, yéna ikété adna lôñni nye inyu boñ le ngéda a’ nene, di bana makénd i pot, di ke bañ to nye haa inyu wonyuu ngéda a mba ha.
1 Yôhanes	62	2	29	Ibale ni nyi le a téé sép, wee ni nyi ki le i mut a gwé lem i boñ mam ma téé sép a yé man wé.
book	book_id	chapter	verse	text
1 Yôhanes	62	3	1	Béñgnana umbe ntén gwéha Tata a bi unda bés, le di séblana le bon ba Nyambe! Hala ki nyen di yé. Inyu hala nyen nkoñ ’isi u nyi bé bés, inyule u bi pam bé to i yi nye.
1 Yôhanes	62	3	2	A bagwéha, nano di yé bon ba Nyambe, ndi i yom di ga ba i yé ngi yeelana. Di nyi le ngéda a’ nene, di ga ba kiki nye inyule di ga tehe yaga nye kiki a yé.
1 Yôhanes	62	3	3	Yak i mut a gwé i botñem ini ikété yé a mpubus nyemede, nlélém kiki yak nye a yé mpubi.
1 Yôhanes	62	3	4	I mut a gwé lem i boñ béba, wee a gwé yak lem i yan mbén, inyule béba i yé liyanmbén.
1 Yôhanes	62	3	5	Ni nyi ki le a bi nene inyu héya bibéba gwés, to béba yo ki yo i ta bé ikété yé.
1 Yôhanes	62	3	6	I mut a nyégle ikété adna lôñni nye a gwé bé lem i boñ béba; i mut a gwé lem i boñ béba a bi tehe bé nye, a bi pam bé to i yi nye.
1 Yôhanes	62	3	7	A boñge batitigi, mut to wada a yumus bañ bé; i mut a gwé lem i boñ mam ma téé sép a téé sép, nlélém kiki yak nye a téé sép.
1 Yôhanes	62	3	8	I mut a gwé lem i boñ béba a nlôl yak Nsohop, inyule Nsohop a mboñ béba ibôdôl i bibôdle. Inyu njom ini nyen Man Nyambe a bi nene, le a tjé minson mi Nsohop.
1 Yôhanes	62	3	9	I mut a yé man Nyambe a gwé bé lem i boñ béba, inyule mbôô Nyambe i nyén ikété nya mut ini, a nla bé to bana lem i boñ béba inyule a yé man Nyambe.
1 Yôhanes	62	3	10	Bon ba Nyambe ni bon ba Nsohop ba nyiba munu jam lini le: Nu ni nu a gwé bé lem i boñ mam ma téé sép a nlôl bé yak Nyambe, to nu a ngwés bé maasañ.
1 Yôhanes	62	3	11	Inyule i nwin unu won ni bi nok ibôdôl i bibôdle: Le di nlama gwéhna bés ni bés,
1 Yôhanes	62	3	12	ha kiki Kain bé, nu a bi lôl yak mut mbe, a nol ki manyañ. Ndi inyuki a bi nôlôl nye? Inyule minson nwé nwomede mi bé mimbe, ndi mi manyañ mi bé mi téé sép.
1 Yôhanes	62	3	13	A lôk kéé, ni hel bañ le nkoñ ’isi u ñoo bé.
1 Yôhanes	62	3	14	Di nyi le di mal nyodi i nyemb, di témb i niñ, inyule di ngwés lôk kéé. I mut a gwé bé gwéha a nyégle ikété nyemb.
1 Yôhanes	62	3	15	I mut a ñoo maasañ a yé mut manola, ndi ni nyi le niñ boga i nyégle bé ikété mut manola nye ki nye.
1 Yôhanes	62	3	16	Ni njel ini nyen di bi pam i yi gwéha, inyule a bi sem niñ yé inyu yés, yak bés di yé nyégsaga i sem biniñ gwés inyu lôk kéé yés.
1 Yôhanes	62	3	17	Ndi nu ni nu a gwé bigwel moo bi nkoñ ’isi unu, a tehge maasañ a gwé ngôñ ni mahôla, ndi a tjél kon nye ngoo, lelaa gwéha i Nyambe i nyén ikété yé?
1 Yôhanes	62	3	18	A boñge batitigi, di nlama bé gwéhna ni nyo to ni hilémb, ndi ni maboñok lôñni maliga.
1 Yôhanes	62	3	19	Ni njel ini nyen d’a yi le di nlôl ni maliga, di mômôs ki miñem nwés nwee i bisu gwé
1 Yôhanes	62	3	20	inyu to limbe jam miñem nwés mi yé le mi ôm bés nsohi, inyule Nyambe a nloo miñem nwés, a nyi ki mam momasôna.
1 Yôhanes	62	3	21	A bagwéha, ibale miñem nwés mi ñôm bé bés nsohi, wee di gwé makénd i pot i bisu bi Nyambe;
1 Yôhanes	62	3	22	ni le to limbe jam di mbat, a nti bés jo inyule di yé i nôgôl mambén mé, di boñok ki mam ma yé malam i mis mé.
1 Yôhanes	62	3	23	Ni maliga, mbén yé ini le: Di hémle jôl li Man wé Yésu Kristô, di gwéhna ki bés ni bés, inoñnaga ni mbén a bi ti bés.
1 Yôhanes	62	3	24	Handugi hala, i mut a nôgôl mambén mé a nyégle ikété adna lôñni nye, yak nye a nyégle ikété adna lôñni nya mut ini. Ni njel mbuu a bi ti bés, di nyi le a nyégle ikété adna lôñni bés.
book	book_id	chapter	verse	text
1 Yôhanes	62	4	1	A bagwéha, ni hémle bañ hiki lipôdôl li mbuu, ndi wana bipôdôl bi mbuu inyu yi too bi nlôl yak Nyambe, inyule ngandak bapôdôl ba bitembee ba mal nene ikété nkoñ ’isi.
1 Yôhanes	62	4	2	Haana nyen ni nyi le lipôdôl li mbuu li nlôl yak Nyambe: Hiki lipôdôl li mbuu li neebe le Yésu Kristô a bi lo ni nyuu minsôn li nlôl yak Nyambe.
1 Yôhanes	62	4	3	Ndi hiki lipôdôl li mbuu li neebe bé Yésu li nlôl bé yak Nyambe. Handugi hala, i lipôdôl li mbuu lini li yé li nkolba-Kristô, lipôdôl li jon ni bi nok le li yé i lo, nano li mal yaga lo ikété nkoñ ’isi.
1 Yôhanes	62	4	4	A boñge batitigi, ni nlôl yak Nyambe, ni bi yémbél ki bo inyule nu a yé ikété adna lôñni bé a nloo nu a yé ikété adna lôñni nkoñ ’isi.
1 Yôhanes	62	4	5	Ba nlôl i nkoñ ’isi, jon ba mpot mam ma nlôl ni nkoñ ’isi, yak nkoñ ’isi u ñemble bo.
1 Yôhanes	62	4	6	Bés di nlôl yak Nyambe. Nu ni nu a mpam i yi Nyambe a ñemble bés; nu ni nu a nlôl bé yak Nyambe a ñemble bé bés. Ni njel ini nyen di mboñ maselna ipôla lipôdôl li mbuu li maliga ni lipôdôl li mbuu li bitembee.
1 Yôhanes	62	4	7	A bagwéha, di ke ni bisu i gwéhna bés ni bés inyule gwéha i nlôl yak Nyambe; ni le i mut a ngwés a yé man Nyambe, a nyi ki Nyambe.
1 Yôhanes	62	4	8	Nu ni nu a ngwés bé a mpam bé i yi Nyambe inyule Nyambe a yé gwéha.
1 Yôhanes	62	4	9	Ni njel ini nyen gwéha i Nyambe i bi yeelana inyu yés le: Nyambe a bi ep mpom wé Man ikété nkoñ ’isi le ndi di kôhna niñ ni njel yé.
1 Yôhanes	62	4	10	Gwéha munu jam lini i ta bé le di bi gwés Nyambe, ndi le a bi gwés bés, a ep ki Man wé kiki sesema inyu kôp nsañ inyu bibéba gwés.
1 Yôhanes	62	4	11	A bagwéha, ibale hala nyen Nyambe a bi gwés bés, wee yak bés di yé nyégsaga i gwéhna bés ni bés.
1 Yôhanes	62	4	12	Mut to wada a ma tehe bé Nyambe. Ibale di nke ni bisu i gwéhna bés ni bés, Nyambe a nyégle ikété yés, yak gwéha yé i mba ikété yés i nya i yôni.
1 Yôhanes	62	4	13	Ni njel ini nyen di nyi le di nyégle ikété adna lôñni nye, yak nye a nyégle ikété adna lôñni bés, inyule a bi ti bés mbuu wé.
1 Yôhanes	62	4	14	Jam lipe ki, bésbomede di bi tehe, di yé ki i bok mbôgi le Tata a bi ep Man wé le a ba ntohol nkoñ ’isi.
1 Yôhanes	62	4	15	Nu ni nu a neebe le Yésu a yé Man Nyambe, Nyambe a nyégle ikété adna lôñni nya mut ini, yak nye a nyégle ikété adna lôñni Nyambe.
1 Yôhanes	62	4	16	Di bi pam i yi, di hémle ki gwéha Nyambe a gwé inyu yés. Nyambe a yé gwéha, i mut a nyégle ikété gwéha a nyégle ki ikété adna lôñni Nyambe, yak Nyambe a nyégle ikété adna lôñni nye.
1 Yôhanes	62	4	17	Ni njel ini nyen gwéha i bi ba ikété yés i nya i yôni, le ndi di pot ni makénd i hilo hi bikééhene, inyule nlélém kiki nyemede a yé, hala nyen yak bés di yé munu nkoñ ’isi unu.
1 Yôhanes	62	4	18	Woñi wo ki wo u ta bé ikété gwéha, ndi gwéha i yôni i nleñ woñi i mbégdé, inyule woñi u nkéñ bés njel. Ibabé pééna, i mut a nkon woñi a gwé bé gwéha i nya i yôni.
1 Yôhanes	62	4	19	Di ngwés inyule a bi bôk a gwés bés.
1 Yôhanes	62	4	20	Ibale mut a nkal le: “Me ngwés Nyambe,” ndi a ook maasañ, wee a yé mut bitembee. Inyule i mut a ngwés bé maasañ nu a ntehe, a ta bé le a gwés Nyambe nu a ntehe bé.
1 Yôhanes	62	4	21	Di gwé mbén ini i nlôl i nyeni le: Nu ni nu a ngwés Nyambe a nlama yak gwés maasañ.
book	book_id	chapter	verse	text
1 Yôhanes	62	5	1	I mut a nhémle le Yésu a yé Kristô, wee a ngwéé ni njel Nyambe; Yak i mut a ngwés nu a ngwal, a ngwés ki man i mut nu a ngwal.
1 Yôhanes	62	5	2	Hala nyen di nyi le di ngwés bon ba Nyambe, ngéda di ngwés Nyambe, di nôglak ki mambén mé.
1 Yôhanes	62	5	3	Inyule gwéha Nyambe ini le: Di nôgôl mambén mé; ndi mambén mé ma ñét bé,
1 Yôhanes	62	5	4	inyule i mut a ngwéé ni njel Nyambe a nyémbél nkoñ ’isi. I jam lini jon li bi ti bés ngui i yémbél nkoñ ’isi: Hémle yés.
1 Yôhanes	62	5	5	Njee a nla yémbél nkoñ ’isi? I mut a nhémle le Yésu a yé Man Nyambe, hala bé?
1 Yôhanes	62	5	6	Yésu Kristô nyen a bi lo ni njel malép lôñni matjél, a bi lo bé ndik ni malép motama, ndi a bi lo ni malép lôñni matjél. Yak mbuu u mbok mbôgi inyule mbuu u yé maliga.
1 Yôhanes	62	5	7	Inyule mam ma mbok mbôgi ma yé maa:
1 Yôhanes	62	5	8	Mbuu, ni malép, ni matjél; mana mo maa ma mbok nlélém mbôgi.
1 Yôhanes	62	5	9	Ibale di neebe mbôgi i bôt ba binam, ngo mbôgi i Nyambe i nloo yo. Inyule ini mbôgi yon Nyambe a mbok, mbôgi a bi bok inyu Man wé.
1 Yôhanes	62	5	10	I mut a nhémle Man Nyambe, a gwé mbôgi ikété yé nyemede. I mut a nhémle bé Nyambe, wee a nyilha nye mut bitembee inyule a nhémle bé mbôgi Nyambe a bi bok inyu Man wé.
1 Yôhanes	62	5	11	I mbôgi ini i yé le: Nyambe a bi ti bés niñ boga, i niñ ini i yé ikété Man wé.
1 Yôhanes	62	5	12	I mut a gwé Man, a gwé i niñ ini; i mut a gwé bé Man Nyambe, a gwé bé i niñ ini.
1 Yôhanes	62	5	13	Me ntilna bé i mam mana inyu boñ le ni yi le ni gwé niñ boga, bé ba ni nhémle jôl li Man Nyambe.
1 Yôhanes	62	5	14	Ndi i botñem ini yon di gwé inyu yé, le to kinje jam di mbat inoñnaga ni sômbôl yé, a ñemble bés.
1 Yôhanes	62	5	15	Ibale di nyi le a ñemble bés inyu to kinje jam di yé i bat, di nyi ki le d’a bana i mam di mbat inyule di bi bat nye mo.
1 Yôhanes	62	5	16	Ibale mut a ntehe maasañ a yé boñ béba i i kôli bé ni nyemb, a ga soohe inyu yé, yak Nyambe a’ ti maasañ niñ; ñ, hala a yé inyu bôt ba ba mboñ bé béba i i kôli ni nyemb. Ndi béba yada i yé le i kôli ni nyemb. Me mbat bé mut nye ki nye le a soohe inyu ntén béba unu.
1 Yôhanes	62	5	17	Ngitelepsép yosôna i yé béba, ndi béba yada i yé le i kôli bé ni nyemb.
1 Yôhanes	62	5	18	Di nyi le i mut a ngwéé ni njel Nyambe a gwé bé lem i boñ béba, ndi Man Nyambe a ntat nye, to mut mbe a nla bé tihba nye.
1 Yôhanes	62	5	19	Di nyi le di nlôl yak Nyambe, ndi nkoñ ’isi wonsôna u yé isi ane i mut mbe.
1 Yôhanes	62	5	20	Ndi di nyi le Man Nyambe a bi lo, a ti ki bés pék, le ndi di bana yi i nu a yé maliga. Di yé ikété adna lôñni nu a yé maliga ni njel Man wé Yésu Kristô. Nyen a yé bañga Nyambe, a yé ki niñ boga.
1 Yôhanes	62	5	21	A boñge batitigi, yoña yihe ni bisat.
