book_id,chapter,verse,text_bas,text_en
57,1,15,"Bebek le inyu hala yaga nyen a bi bagla ni we inyu ndék ngéda, le ndi a témb i weeni i boga ni boga,","Perhaps really on this account he broke away for an hour, that you may have him back forever,"
57,1,16,"kiki nkol ha bé, ndi iloo yaga nkol, kiki mankéé nu gwéha. Me ngwés nye ngandak, yak we w’a lôôha gwés nye kiki nkol ni kiki mankéé i Nwet.","no longer as a slave but as more than a slave, as a brother beloved, especially so to me, yet how much more so to you both in fleshly relationship and in the Lord."
57,1,17,"Jon, ibale u nyoñ me kiki liwanda joñ, leege nye ni gwéha wengoñle memede nu.","If, therefore, you consider me a sharer, receive him kindly the way you would me."
57,1,18,"Ndi ibale a bi boñ we béba yo ki yo, tole u mbédél nye pil wo ki wo, bat me wo.","Moreover, if he did you any wrong or owes you anything, keep this charged to my account."
57,1,19,"Me Paul nyen me yé i tilna we ni woo wem memede le m’a saa i pil u, ndi u nyi le yak me me mbat we pil nkeñi kiyaga.","I Paul am writing with my own hand: I will pay it back—not to be telling you that, besides, you owe me even yourself."
57,1,20,"Ñ, a mankéé, soho ti me mahôla mana i jôl li Nwet; lédés me ñem i jôl li Kristô.","Yes, brother, may I derive profit from you in connection with the Lord: refresh my tender affections in connection with Christ."
57,1,21,"Me yé nkwoog nkaa le w’a nôgôl me, jon me yé i tilna we, me yik le w’a boñ Yak iloo kiki me nkal.","Trusting in your compliance, I am writing you, knowing you will even do more than the things I say."
57,1,22,"Ndi kôôbana ki me homa liyééne inyule me mbot ñem le ni njel masoohe manan, m’a témb i bééni.","But along with that, also get lodging ready for me, for I am hoping that through the prayers of YOU people I shall be set at liberty for YOU."
57,1,23,"Épafras, nu a yé mut mok kiki me inyu Yésu Kristô, a nyéga we,","Sending you greetings is Epaphras my fellow captive in union with Christ,"
57,1,24,"yak Markô, Aristarkô, Démas ni Lukas, ba ba yé baso bagwelnson bem.","also Mark, Aristarchus, Demas, Luke, my fellow workers."
57,1,25,Konangoo i mbuma ñañ i Nwet le Yésu Kristô i ba ni mahoñol malam ni gwé.,The undeserved kindness of the Lord Jesus Christ be with the spirit YOU people show.
63,1,1,"Me mañ mut, me ntilna mpohlak muda lôñni bon bé ba me ngwés toi, ha ndik metama bé, ndi yak bôt bobasôna ba bi pam i yi maliga;","The older man to the chosen lady and to her children, whom I truly love, and not I alone, but all those also who have come to know the truth,"
63,1,2,"di ngwés bé inyu maliga ma ma nyégle ikété yés, mon m’a ba ki lôñni bés i boga ni boga.","because of the truth that remains in us, and it will be with us forever."
63,1,3,"Nyambe Tata, ni Yésu Kristô Man Tata, ba ga ti bés konangoo i mbuma ñañ, ni konangoo, lôñni nsañ; ba ga ti ki bés maliga, ni gwéha.","There will be with us undeserved kindness, mercy and peace from God the Father and from Jesus Christ the Son of the Father, with truth and love."
63,1,4,"Me nkon maséé ngandak inyule me nkoba le bon boñ bahogi ba nkil ikété maliga, inoñnaga ni mbén Tata a bi ti bés.","I rejoice very much because I have found certain ones of your children walking in the truth, just as we received commandment from the Father."
63,1,5,"Jon nano, a muda, me nyemhe we le di gwéhna bés ni bés. (Me ntilna bé we mbén mondo, ndi mbén di bi kôhna ibôdôl i bibôdle.)","So now I request you, lady, as a person writing you, not a new commandment, but one which we had from the beginning, that we love one another."
63,1,6,"Gwéha ini le: Di ke ni bisu i hiôm inoñnaga ni mambén mé. Mu mbén ini nyen di nlama ke ni bisu i hiumul, ndik kiki di bi nok ibôdôl i bibôdle.","And this is what love means, that we go on walking according to his commandments. This is the commandment, just as YOU people have heard from the beginning, that YOU should go on walking in it."
63,1,7,"Inyule ngandak bôt ba malôga i mal nene ikété nkoñ ’isi, i bôt ba neebe bé le Yésu Kristô a bi lo ni nyuu minsôn. Bon ba yé mut malôga ni nkolba-Kristô.","For many deceivers have gone forth into the world, persons not confessing Jesus Christ as coming in the flesh. This is the deceiver and the antichrist."
63,1,8,"Yoña yihe ni bébomede, le ni nimis bañ matam malam ma minson di bi gwel ipôla nan, ndi le ni kôhna nsaa u yôni.","Look out for yourselves, that YOU do not lose the things we have worked to produce, but that YOU may obtain a full reward."
63,1,9,"I mut a nke ni bisu i noñ njel yé nyemede, ndi a téñbe bé ni biniigana bi Kristô, wee a gwé bé Nyambe. I mut a ntéñbe ni biniigana bini, nyen a gwé Tata ni Man.",Everyone that pushes ahead and does not remain in the teaching of the Christ does not have God. He that does remain in this teaching is the one that has both the Father and the Son.
63,1,10,"Ibale mut a nlo i bééni, ndi a lona bé bé i biniigana bini, ni leege bañ nye ikété mandap manan, to yéga ni yéga bañ nye.","If anyone comes to YOU and does not bring this teaching, never receive him into YOUR homes or say a greeting to him."
63,1,11,"Inyule i mut a nyéga nye, wee a nyoñ ngaba mu minson nwé mimbe.",For he that says a greeting to him is a sharer in his wicked works.
63,1,12,"To hala kiki me gwé ngandak mam i tilna bé, me nsômbôl bé boñ hala ni lipep lôñni tinti, ndi me mbot ñem le m’a lo nyoo bééni inyu pot lôñni bé i mbombom, inyu boñ le maséé manan ma ba i nya i yôni.","Although I have many things to write YOU, I do not desire to do so with paper and ink, but I am hoping to come to YOU and to speak with YOU face to face, that YOUR joy may be in full measure."
63,1,13,"Bon ba manyuñ nu muda, nu a yé mpohlak, ba nyéga we.","The children of your sister, the chosen one, send you their greetings."
64,1,1,"Me mañ mut, me ntilna nugwéha le Gayô, nu me ngwés toi.","The older man to Gaius, the beloved, whom I truly love."
64,1,2,"A nugwéha, me nsoohe le mam momasôna ma ke loñge inyu yoñ, ni le u ba mbôô, ndik kiki mam ma nke loñge inyu yoñ nano.","Beloved one, I pray that in all things you may be prospering and having good health, just as your soul is prospering."
64,1,3,"Inyule me bi kon maséé iloo hihéga ngéda lôk kéé i bi lo, i bok mbôgi le u ntéñbe ni maliga, kiki u nke ni bisu i kil ikété maliga.","For I rejoiced very much when brothers came and bore witness to the truth you hold, just as you go on walking in the truth."
64,1,4,Me gwé bé maséé mape ma ma nloo mana le: Me nok le bon bem ba ntéñbe i kil ikété maliga.,"No greater cause for thankfulness do I have than these things, that I should be hearing that my children go on walking in the truth."
64,1,5,"A nugwéha, u ñunda maliga moñ ikété mam u mbôñôl lôk kéé, to hala kiki ba yéne we bakén.","Beloved one, you are doing a faithful work in whatever you do for the brothers, and strangers at that,"
64,1,6,"Ba bi bok mbôgi inyu gwéha yoñ i bisu bi likoda. Soho, huuha bo mu njel yap i nya i nlémél Nyambe.",who have borne witness to your love before the congregation. These you will please send on their way in a manner worthy of God.
64,1,7,"Inyule inyu jôl jé nyen ba bi nyodi, ba yoñ bé yom to yada yak bôt ba matén.","For it was in behalf of his name that they went forth, not taking anything from the people of the nations."
64,1,8,"Jon di yé nyégsaga i leege i nya bôt ini loñge, inyu boñ le di yila baso bagwelnson ikété maliga.","We, therefore, are under obligation to receive such persons hospitably, that we may become fellow workers in the truth."
64,1,9,"Me bi tilna likoda ngim jam, ndi Diôtréfé nu a ngwés yééne bisu ipôla yap, a neebe bé yom yo ki yo i nlôl i béhni lôñni lipém.","I wrote something to the congregation, but Diotrephes, who likes to have the first place among them, does not receive anything from us with respect."
64,1,10,"Inyu hala nyen ibale me nlo, m’a yelel minson a mboñ, kiki a ntjam bibéba bi bipôdôl ikolba bés. Ndi a nsôk bé ha, a ntjél leege lôk kéé lôñni lipém; Yak i bôt ba nsômbôl leege bo, a noode kéñ bo njel, a noodege ki pémés bo i likoda.","That is why, if I come, I will call to remembrance his works which he goes on doing, chattering about us with wicked words. Also, not being content with these things, neither does he himself receive the brothers with respect, and those who are wanting to receive them he tries to hinder and to throw out of the congregation."
64,1,11,"A nugwéha, u nigle bañ mam mabe, ndi nigle mam malam. I mut a mboñ loñge a nlôl ni Nyambe, i mut a mboñ béba a bi tehe bé Nyambe.","Beloved one, be an imitator, not of what is bad, but of what is good. He that does good originates with God. He that does bad has not seen God."
64,1,12,"Lôk kéé yosôna i mbok mbôgi ilam inyu Démétriô, yak maliga momede ma mbok mbôgi ilam inyu yé. Ni maliga, yak bés di mbok mbôgi inyu yé, u nyi ki le mbôgi di mbok i yé maliga.","Demetrius has had witness borne to him by them all and by the truth itself. In fact, we, also, are bearing witness, and you know that the witness we give is true."
64,1,13,"Me bak me gwé ngandak mam i tilna we, ndi me nsômbôl bé ke ni bisu i tilna we ni saô lôñni tinti.","I had many things to write you, yet I do not wish to go on writing you with ink and pen."
64,1,14,"Ndi me mbot ñem le m’a tehe we ndék ngéda, ni le d’a kwel i mbombom. Nsañ u ba ni we. Mawanda ma nyéga we. Yégna me mawanda, hiki wada ni jôl jé.","But I am hoping to see you directly, and we shall speak face to face. May you have peace. The friends send you their greetings. Give my greetings to the friends by name."
65,1,1,"Me Yuda, nkol u Yésu Kristô, ndi manyañ Yakôbô, me ntilna i bôt ba yé nséblak, ba Nyambe Tata a ngwés, ba bak ki ntéédaga inyu Yésu Kristô:","Jude, a slave of Jesus Christ, but a brother of James, to the called ones who are loved in relationship with God the Father and preserved for Jesus Christ:"
65,1,2,Konangoo ni nsañ ni gwéha bi bôl i ngii nan.,May mercy and peace and love be increased to YOU.
65,1,3,"A bagwéha, to hala kiki me ban-ga ngôñ keñi i tilna bé inyu tohi yés bésbobasôna, me ntehe nseñ i tilna bé inyu ti bé makénd i kônde jo sañ inyu hémle i bi tina bapubhaga ngélé yada inyu ngélé yosôna.","Beloved ones, though I was making every effort to write YOU about the salvation we hold in common, I found it necessary to write YOU to exhort YOU to put up a hard fight for the faith that was once for all time delivered to the holy ones."
65,1,4,"Me ntilna bé inyule ngim bôt i bi sooma ipôla nan, bôt le Bitilna bi bi pôdôl kôba le b’a kôhna mbagi ini. Ba yé bayan Nyambe ba ba ngwélél konangoo i mbuma ñañ i Nyambe wés inyu boñ mam mabe ngi wonyuu, ba tañbaga ki mpom mut nu a bi somb bés, hala wee Nwet wés le Yésu Kristô.","My reason is that certain men have slipped in who have long ago been appointed by the Scriptures to this judgment, ungodly men, turning the undeserved kindness of our God into an excuse for loose conduct and proving false to our only Owner and Lord, Jesus Christ."
65,1,5,"To hala kiki ni ntibil yaga yi i mam mana momasôna, me nyéñ hôñlaha bé le ngéda Yéhôva a bi mal tohol litén jé i loñ Égiptô, a bi yik tjé i bôt ba bi unda le ba gwé bé hémle.","I desire to remind YOU, despite YOUR knowing all things once for all time, that Jehovah, although he saved a people out of the land of Egypt, afterwards destroyed those not showing faith."
65,1,6,"Yak i biañgel bi bi tééda bé liyééne jap li bisu, ndi bi tjôô bañga yap liyééne, a bi leñ gwo i mok mi boga ikété jiibe likeñi inyu mbagi i hilo hikeñi.",And the angels that did not keep their original position but forsook their own proper dwelling place he has reserved with eternal bonds under dense darkness for the judgment of the great day.
65,1,7,"Nlélém jam ni Sôdôm lôñni Gômôra ni bitison bi bé kéña gwo, bi bi nai ni malal ma nyega, bi kôndge ndik yônôs ngôñ minsôn i i kôli bé. Bi bi kôhna mbagi nôgôs i hié hi boga, jon bi yé mabéhna inyu yés.","So too Sodom and Gomorrah and the cities about them, after they in the same manner as the foregoing ones had committed fornication excessively and gone out after flesh for unnatural use, are placed before us as a warning example by undergoing the judicial punishment of everlasting fire."
65,1,8,"Ndi to hala, Yak i bôt bana ba nhôiba ikété bieem, ba hindhak minsôn, ba yanak bôt ba gwé kunde i ngii yap, ba ôbhak ki môl ma bôt ba gwé lipém li Nyambe.","In like manner, notwithstanding, these men, too, indulging in dreams, are defiling the flesh and disregarding lordship and speaking abusively of glorious ones."
65,1,9,"Ndi ngéda ñane biañgel le Mikael a bi bana ndañ ni Nsohop, ba sôñnaga mim u Môsi, a bi noode bé pémés mbagi ikolba nye, to sol nye, ndi a bi kal le: “Yéhôva a kogse we.”","But when Michael the archangel had a difference with the Devil and was disputing about Moses’ body, he did not dare to bring a judgment against him in abusive terms, but said: “May Jehovah rebuke you.”"
65,1,10,"To hala, bana bôt ba nsol mam momasôna ba ntibil bé nok. Ndi Yak ikété mam momasôna ba nok yaga, kiki binuga bi bi gwé bé yi, ba nke ni bisu i ôbôs bomede mu mam ma.","Yet these men are speaking abusively of all the things they really do not know; but all the things that they do understand naturally like the unreasoning animals, in these things they go on corrupting themselves."
65,1,11,"Hala a yé ngoo ngandak inyu yap, inyule ba bi noñ njel Kain, ba pala ki jôp i njel malôga i Balam inyu kôhna nsaa, ba bi tjiba ki ikété bibañga bi ngolba bi Kôra!","Too bad for them, because they have gone in the path of Cain, and have rushed into the erroneous course of Balaam for reward, and have perished in the rebellious talk of Korah!"
65,1,12,"Bana bôt bon ba yé maaa ma sôli ikété lép i mangand manan ma gwéha ngéda ba nje lôñni bé, ba yé batééda mintômba ba ba njés bomede ibabé i kon woñi; ba yé ond i i gwé bé malép, i mbebi i ndéñgés bahoma bahoma; ba yé bie bi num bé matam ngéda yap, bi bi yé minwok ngélé iba, bi ba nup ni minkañ nwap;","These are the rocks hidden below water in YOUR love feasts while they feast with YOU, shepherds that feed themselves without fear; waterless clouds carried this way and that by winds; trees in late autumn, but fruitless, having died twice, having been uprooted;"
65,1,13,"ba mpémés mam map ma mahindi ngi wonyuu kiki mangudga ma tuye ma mpémés mahus, ba yé tjôdôt di di gwé bé njel, jiibe likeñi li yé nkôôbaga inyu yap i boga.","wild waves of the sea that foam up their own causes for shame; stars with no set course, for which the blackness of darkness stands reserved forever."
65,1,14,"Ndi yak Énok, mut nu yônôs isaambok ibôdôl Adam, a pot kôba inyu yap ngéda a kal le: “Nuna-ki! Yéhôva a bi lo ni didun di didun di biañgel gwé bipubhaga","Yes, the seventh one in line from Adam, Enoch, prophesied also regarding them, when he said: “Look! Jehovah came with his holy myriads,"
65,1,15,"inyu lona mbagi ikolba bobasôna, ni unda bayan Nyambe bobasôna le ba mbôk mbén inyu mam ma liyan Nyambe momasôna ba bi boñ i yan Nyambe, ni inyu mam ma bilim bibéba bi bôt bi nyan Nyambe bi bi pot ikolba nye.”","to execute judgment against all, and to convict all the ungodly concerning all their ungodly deeds that they did in an ungodly way, and concerning all the shocking things that ungodly sinners spoke against him.”"
65,1,16,"Bana bôt ba yé bôt ba minhuñbe, bôt ba ntjelel inyu niñ yap, ba noñok ngôñ yap ibe, ba kumbuk manyo ni bibañga bikeñi, ba lémhak bipôdôl i yoña bôt inyu nseñ wap bomede.","These men are murmurers, complainers about their lot in life, proceeding according to their own desires, and their mouths speak swelling things, while they are admiring personalities for the sake of their own benefit."
65,1,17,"Ndi bé, a bagwéha, hoñlana bibañga bi pôda kôba ni baôma ba Nwet wés Yésu Kristô,","As for YOU, beloved ones, call to mind the sayings that have been previously spoken by the apostles of our Lord Jesus Christ,"
65,1,18,"kiki ba bé béna kal bé le: “I mangéda ma nsôk, bôt ba nol bape hiol ba mba, ba noñok ngôñ yap ibe inyu mam ma liyan Nyambe.”","how they used to say to YOU: “In the last time there will be ridiculers, proceeding according to their own desires for ungodly things.”"
65,1,19,"Bon ba nlona mbagla, ba niñ kiki binuga, ba gwé bé mbuu u Nyambe.","These are the ones that make separations, animalistic men, not having spirituality."
65,1,20,"Ndi bé, a bagwéha, lédhana bébomede ikété hémle nan i i nlôôha pubhaga, ni soohege ki ni mbuu mpubi,","But YOU, beloved ones, by building up yourselves on YOUR most holy faith, and praying with holy spirit,"
65,1,21,"inyu tééda bébomede ikété gwéha Nyambe, ni bemek konangoo i Nwet wés Yésu Kristô i i nkena i niñ boga.","keep yourselves in God’s love, while YOU are waiting for the mercy of our Lord Jesus Christ with everlasting life in view."
65,1,22,"Yak bahogi ba ba mpééna, kena ki ni bisu i kônôl bo ngoo;","Also, continue showing mercy to some that have doubts;"
65,1,23,"ni pala héya bo i hié inyu tohol bo. Ndi kena ni bisu i kônôl bape ngoo, ni boñok hala ni woñi, ni ook yak mahindi ma bibéba gwap le ma tihba bañ bé.","save them by snatching them out of the fire. But continue showing mercy to others, doing so with fear, while YOU hate even the inner garment that has been stained by the flesh."
65,1,24,"Ndi inyu Nyambe nu a nla tat bé le ni baage bañ, nu a nla ki téé bé ngi liton li mahindi i bisu bi lipém jé ni maséé makeñi,","Now to the one who is able to guard YOU from stumbling and to set YOU unblemished in the sight of his glory with great joy,"
65,1,25,"inyu nu a yé mpom Nyambe wada ni Ntohol wés ni njel Yésu Kristô Nwet wés, lipém, énél, lipémba ni kunde bi ba ni nye ibôdôl yaga i boga, hanano, ikepam i boga. Amen.","to the only God our Savior through Jesus Christ our Lord, be glory, majesty, might and authority for all past eternity and now and into all eternity. Amen."
40,1,1,"Kaat ñañ u niñ i Yésu Kristô, man David, man Abraham:","The book of the history of Jesus Christ, son of David, son of Abraham:"
40,1,1,"Kaat ñañ u niñ i Yésu Kristô, man David, man Abraham:","The book of the history of Jesus Christ, son of David, son of Abraham:"
40,1,1,"Kaat ñañ u niñ i Yésu Kristô, man David, man Abraham:","The book of the history of Jesus Christ, son of David, son of Abraham:"
40,1,10,Hézékia a yila isañ Manasé;Manasé a yila isañ Amôn;Amôn a yila isañ Yôsia;,Hezekiah became father to Manasseh;Manasseh became father to Amon;Amon became father to Josiah;
40,1,10,Hézékia a yila isañ Manasé;Manasé a yila isañ Amôn;Amôn a yila isañ Yôsia;,Hezekiah became father to Manasseh;Manasseh became father to Amon;Amon became father to Josiah;
40,1,10,Hézékia a yila isañ Manasé;Manasé a yila isañ Amôn;Amôn a yila isañ Yôsia;,Hezekiah became father to Manasseh;Manasseh became father to Amon;Amon became father to Josiah;
40,1,11,"Yôsia a yila isañ Yékônia ni lôkisañ, i ngéda maké i minkôm i Babilôn.",Josiah became father to Jeconiah and to his brothers at the time of the deportation to Babylon.
40,1,11,"Yôsia a yila isañ Yékônia ni lôkisañ, i ngéda maké i minkôm i Babilôn.",Josiah became father to Jeconiah and to his brothers at the time of the deportation to Babylon.
40,1,11,"Yôsia a yila isañ Yékônia ni lôkisañ, i ngéda maké i minkôm i Babilôn.",Josiah became father to Jeconiah and to his brothers at the time of the deportation to Babylon.
40,1,12,"I mbus maké i minkôm i Babilôn, Yékônia a yila isañ Salatiel;Salatiel a yila isañ Sôrôbabel;",After the deportation to Babylon Jeconiah became father to Shealtiel;Shealtiel became father to Zerubbabel;
40,1,12,"I mbus maké i minkôm i Babilôn, Yékônia a yila isañ Salatiel;Salatiel a yila isañ Sôrôbabel;",After the deportation to Babylon Jeconiah became father to Shealtiel;Shealtiel became father to Zerubbabel;
40,1,12,"I mbus maké i minkôm i Babilôn, Yékônia a yila isañ Salatiel;Salatiel a yila isañ Sôrôbabel;",After the deportation to Babylon Jeconiah became father to Shealtiel;Shealtiel became father to Zerubbabel;
40,1,13,Sôrôbabel a yila isañ Abiud;Abiud a yila isañ Éliakim;Éliakim a yila isañ Asôr;,Zerubbabel became father to Abiud;Abiud became father to Eliakim;Eliakim became father to Azor;
40,1,13,Sôrôbabel a yila isañ Abiud;Abiud a yila isañ Éliakim;Éliakim a yila isañ Asôr;,Zerubbabel became father to Abiud;Abiud became father to Eliakim;Eliakim became father to Azor;
40,1,13,Sôrôbabel a yila isañ Abiud;Abiud a yila isañ Éliakim;Éliakim a yila isañ Asôr;,Zerubbabel became father to Abiud;Abiud became father to Eliakim;Eliakim became father to Azor;
40,1,14,Asôr a yila isañ Sadok;Sadok a yila isañ Akim;Akim a yila isañ Éliud;,Azor became father to Zadok;Zadok became father to Achim;Achim became father to Eliud;
40,1,14,Asôr a yila isañ Sadok;Sadok a yila isañ Akim;Akim a yila isañ Éliud;,Azor became father to Zadok;Zadok became father to Achim;Achim became father to Eliud;
40,1,14,Asôr a yila isañ Sadok;Sadok a yila isañ Akim;Akim a yila isañ Éliud;,Azor became father to Zadok;Zadok became father to Achim;Achim became father to Eliud;
40,1,15,Éliud a yila isañ Éléazar;Éléazar a yila isañ Matan;Matan a yila isañ Yakôb;,Eliud became father to Eleazar;Eleazar became father to Matthan;Matthan became father to Jacob;
40,1,15,Éliud a yila isañ Éléazar;Éléazar a yila isañ Matan;Matan a yila isañ Yakôb;,Eliud became father to Eleazar;Eleazar became father to Matthan;Matthan became father to Jacob;
40,1,15,Éliud a yila isañ Éléazar;Éléazar a yila isañ Matan;Matan a yila isañ Yakôb;,Eliud became father to Eleazar;Eleazar became father to Matthan;Matthan became father to Jacob;
40,1,16,"Yakôb a yila isañ Yôsep, nlôm Maria. Maria a gwal Yésu, nu a nsébla le Kristô.","Jacob became father to Joseph the husband of Mary, of whom Jesus was born, who is called Christ."
40,1,16,"Yakôb a yila isañ Yôsep, nlôm Maria. Maria a gwal Yésu, nu a nsébla le Kristô.","Jacob became father to Joseph the husband of Mary, of whom Jesus was born, who is called Christ."
40,1,16,"Yakôb a yila isañ Yôsep, nlôm Maria. Maria a gwal Yésu, nu a nsébla le Kristô.","Jacob became father to Joseph the husband of Mary, of whom Jesus was born, who is called Christ."
40,1,17,"Tjai tjodisôna ibôdôl yak Abraham letee ni yak David di yé jôm ni dina; ibôdôl yak David letee ni ngéda maké i minkôm i Babilôn, tjai di yé jôm ni dina; ibôdôl i ngéda maké i minkôm i Babilôn letee ni yak Kristô, tjai di yé jôm ni dina.","All the generations, then, from Abraham until David were fourteen generations, and from David until the deportation to Babylon fourteen generations, and from the deportation to Babylon until the Christ fourteen generations."
40,1,17,"Tjai tjodisôna ibôdôl yak Abraham letee ni yak David di yé jôm ni dina; ibôdôl yak David letee ni ngéda maké i minkôm i Babilôn, tjai di yé jôm ni dina; ibôdôl i ngéda maké i minkôm i Babilôn letee ni yak Kristô, tjai di yé jôm ni dina.","All the generations, then, from Abraham until David were fourteen generations, and from David until the deportation to Babylon fourteen generations, and from the deportation to Babylon until the Christ fourteen generations."
40,1,17,"Tjai tjodisôna ibôdôl yak Abraham letee ni yak David di yé jôm ni dina; ibôdôl yak David letee ni ngéda maké i minkôm i Babilôn, tjai di yé jôm ni dina; ibôdôl i ngéda maké i minkôm i Babilôn letee ni yak Kristô, tjai di yé jôm ni dina.","All the generations, then, from Abraham until David were fourteen generations, and from David until the deportation to Babylon fourteen generations, and from the deportation to Babylon until the Christ fourteen generations."
40,1,18,"Haana nyen ligwéé li Yésu Kristô li bi tagbe. I ngéda nyañ le Maria a bi yegna libii ni Yôsep, a yoñ jém ni njel mbuu mpubi, bo ngi adba.","But the birth of Jesus Christ was in this way. During the time his mother Mary was promised in marriage to Joseph, she was found to be pregnant by holy spirit before they were united."
40,1,18,"Haana nyen ligwéé li Yésu Kristô li bi tagbe. I ngéda nyañ le Maria a bi yegna libii ni Yôsep, a yoñ jém ni njel mbuu mpubi, bo ngi adba.","But the birth of Jesus Christ was in this way. During the time his mother Mary was promised in marriage to Joseph, she was found to be pregnant by holy spirit before they were united."
40,1,18,"Haana nyen ligwéé li Yésu Kristô li bi tagbe. I ngéda nyañ le Maria a bi yegna libii ni Yôsep, a yoñ jém ni njel mbuu mpubi, bo ngi adba.","But the birth of Jesus Christ was in this way. During the time his mother Mary was promised in marriage to Joseph, she was found to be pregnant by holy spirit before they were united."
40,1,19,"Ndi kiki nlôm le Yôsep a bé mut telepsép, a gwés bé wéha nye nyuu i mbamba, a hek pék le a mbos ni nye bisôsôli.","However, Joseph her husband, because he was righteous and did not want to make her a public spectacle, intended to divorce her secretly."
40,1,19,"Ndi kiki nlôm le Yôsep a bé mut telepsép, a gwés bé wéha nye nyuu i mbamba, a hek pék le a mbos ni nye bisôsôli.","However, Joseph her husband, because he was righteous and did not want to make her a public spectacle, intended to divorce her secretly."
40,1,19,"Ndi kiki nlôm le Yôsep a bé mut telepsép, a gwés bé wéha nye nyuu i mbamba, a hek pék le a mbos ni nye bisôsôli.","However, Joseph her husband, because he was righteous and did not want to make her a public spectacle, intended to divorce her secretly."
40,1,2,Abraham a yila isañ Isak;Isak a yila isañ Yakôb;Yakôb a yila isañ Yuda ni lôkisañ;,Abraham became father to Isaac;Isaac became father to Jacob;Jacob became father to Judah and his brothers;
40,1,2,Abraham a yila isañ Isak;Isak a yila isañ Yakôb;Yakôb a yila isañ Yuda ni lôkisañ;,Abraham became father to Isaac;Isaac became father to Jacob;Jacob became father to Judah and his brothers;
40,1,2,Abraham a yila isañ Isak;Isak a yila isañ Yakôb;Yakôb a yila isañ Yuda ni lôkisañ;,Abraham became father to Isaac;Isaac became father to Jacob;Jacob became father to Judah and his brothers;
40,1,20,"Ndi ngéda a bi mal hoñol i mam mana momasôna, nuna-ki! Añgel Yéhôva i pémél nye i eem, i kal nye le: “A Yôsep, man David, u kon bañ woñi i yoñ nwaa woñ Maria i weeni, inyule i jém a nyoñ li nlôl ni mbuu mpubi.","But after he had thought these things over, look! Jehovah’s angel appeared to him in a dream, saying: “Joseph, son of David, do not be afraid to take Mary your wife home, for that which has been begotten in her is by holy spirit."
